state,year,pregnancyratelt15,pregnancyrate1517,pregnancyrate1819,pregnancyrate1519,pregnancyratelt20,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionratelt15,abortionrate1517,abortionrate1819,abortionrate1519,abortionratelt20,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthratelt15,birthrate1517,birthrate1819,birthrate1519,birthratelt20,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,abortionratiolt15,abortionratio1517,abortionratio1819,abortionratio1519,abortionratiolt20,abortionratio2024,abortionratio2529,abortionratio3034,abortionratio3539,abortionratio40plus,pregnancieslt15,pregnancies1517,pregnancies1819,pregnancies1519,pregnancieslt20,pregnancies2024,pregnancies2529,pregnancies3034,pregnancies3539,pregnancies40plus,abortionslt15,abortions1517,abortions1819,abortions1519,abortionslt20,abortions2024,abortions2529,abortions3034,abortions3539,abortions40plus,birthslt15,births1517,births1819,births1519,birthslt20,births2024,births2529,births3034,births3539,births40plus,miscarriageslt15,miscarriages1517,miscarriages1819,miscarriages1519,miscarriageslt20,miscarriages2024,miscarriages2529,miscarriages3034,miscarriages3539,miscarriages40plus,populationlt15,population1517,population1819,population1519,populationlt20,population2024,population2529,population3034,population3539,population40plus,populationsource,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal,notes,versiondate
SD,2017,5.4,13,55,30.3,31.4,111.4,183.2,153.7,64.7,13.5,NA,1.9,5.2,3.3,3.4,7.8,7.1,4.2,3.6,0.9,3.8,9.1,41.1,22.3,23,85.8,146.2,124.2,50.6,10.4,NA,215,125.7,147.1,149.3,90.5,48.6,34.1,70.6,90.1,30,210,620,840,870,3240,5040,4210,1720,300,NA,30,60,90,90,230,200,120,90,20,21,147,467,614,635,2496,4024,3402,1343,234,NA,30,100,130,140,520,820,690,280,50,5549,16217,11372,27589,27589,29104,27533,27383,26519,22476,SEER,160604,750,12134,95.8,75.6,4.7,61.7,2500,15380,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
SD,2018,4.6,NA,NA,27.7,28.6,105.5,184.2,156.3,62,10.6,NA,NA,NA,2.9,2.9,7.6,7.8,5.6,2.3,0.8,3.8,9.9,35.3,20.4,21.2,80.9,146.4,125.1,49.6,8.1,NA,NA,NA,142,136.7,94,53.1,45,45.4,104.7,30,NA,NA,770,790,3040,5060,4290,1670,250,NA,NA,NA,80,80,220,210,150,60,20,22,162,403,565,587,2331,4017,3435,1336,187,NA,NA,NA,120,130,490,820,700,270,40,5766,16303,11407,27710,27710,28810,27437,27460,26940,23102,SEER,161459,750,11893,93.5,73.7,4.6,62.9,2450,15090,Proportion of abortions had by each age-group based on supplemental data from state Department of Health., 3 Oct 2024
SD,2019,4.1,11.8,46.3,25.7,26.6,100.6,173.5,150.9,62.4,11.2,NA,1.4,4.4,2.6,2.7,8.1,7.6,4,3,1.4,3.1,8.5,34.5,19,19.7,76.4,137.6,122.1,49.3,8,NA,164.1,128.6,138,136.8,106.1,55.5,32.8,60.1,179.5,20,200,530,720,750,2890,4790,4150,1710,270,NA,20,50,70,80,230,210,110,80,30,18,143,393,536,554,2194,3802,3357,1351,191,NA,30,80,110,120,460,780,680,280,40,5812,16754,11387,28141,28141,28705,27629,27502,27421,23816,SEER,163214,750,11449,89.2,70.1,4.6,65.1,2360,14560,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
SD,2020,2.8,11.4,43.8,24.3,24.9,94.2,169,143.7,58.5,11.9,NA,0.9,2.8,1.7,1.7,7.2,7.3,5.5,1.8,0.9,2.4,8.6,33.9,18.7,19.2,72,134.2,114.7,47.1,9.1,NA,110.2,84,91.2,88.9,99.5,54.3,47.9,37.9,95.2,20,190,500,690,710,2700,4640,3960,1590,300,NA,20,30,50,50,210,200,150,50,20,14,147,386,533,547,2062,3682,3159,1283,227,NA,30,80,110,110,430,760,650,260,50,5943,17086,11400,28486,28486,28652,27439,27532,27212,24937,SEER,164258,680,10960,84.6,66.7,4.1,61.6,2260,13890,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
TN,1988,18.5,73,162.1,110.3,113.4,177.3,138.2,77.9,29.4,5.8,5.9,21.1,42.5,30.1,31.1,33.8,19.5,10.8,6.2,1.8,10,41.5,96.1,64.3,66.1,116.7,97.3,55,18.8,3.2,594.5,508.6,442.3,467.2,470.5,289.6,200,196.8,327.9,568.7,590,7810,12480,20290,20870,34090,29210,16180,5580,980,190,2260,3270,5530,5720,6500,4110,2250,1170,310,316,4440,7397,11837,12153,22448,20570,11426,3576,538,80,1110,1810,2920,3000,5140,4530,2510,830,140,31709,107021,76974,183995,183995,192302,211390,207715,190107,167904,SEER,1153413,20060,70711,92.7,61.3,17.4,283.7,16150,106920,, 3 Oct 2024
TN,1992,18.6,69.6,171.1,111.3,115,182.1,143.1,83.7,32.4,6.1,6.4,14.9,36.7,23.9,25.2,35.5,19.7,11.3,5.9,1.9,9.6,44.3,109,70.9,72.8,119.2,101.2,59.4,21.6,3.3,672,337.5,336.4,336.8,345.6,297.4,195.1,189.5,272.5,571.4,630,7010,12040,19050,19680,35140,28620,17960,6790,1170,220,1510,2580,4080,4300,6840,3950,2420,1230,370,325,4460,7667,12127,12452,23008,20233,12755,4524,642,90,1040,1790,2830,2920,5290,4440,2790,1030,170,33906,100718,70370,171088,171088,192972,199989,214595,209581,192967,SEER,1181192,19110,73614,92.6,62.3,16.2,259.6,16630,109360,, 3 Oct 2024
TN,1996,14.7,60,151.1,96.6,99.5,170.8,139.6,86.1,34.6,7.4,4.4,11.3,26.5,17.4,18.3,30.9,18.8,10,5.2,1.6,8.2,39.6,101.6,64.5,66.1,114,99.1,62.6,24.1,4.7,529,285.9,261.3,270.4,276.8,270.9,189.9,159.1,216.1,352.9,550,6720,11340,18060,18610,31900,28120,18820,7820,1590,160,1270,1990,3260,3420,5770,3790,2180,1170,350,307,4440,7621,12061,12368,21297,19962,13688,5437,1002,80,1010,1720,2740,2820,4840,4370,2960,1200,240,37326,112002,75016,187018,187018,186759,201469,218597,225714,214954,SEER,1234511,16690,73754,86.6,59.7,13.5,226.3,16420,106860,, 3 Oct 2024
TN,2000,10.5,49.6,143,88.4,90.4,182.1,152.9,99.3,39.8,7.7,3.1,8.7,25.5,15.7,16.3,31.5,20.7,10.8,5.6,1.6,5.9,33.4,95.8,59.3,60.5,122.8,108.4,72.8,28,5,516.3,260.5,266.2,264.3,269.2,256.8,191.4,148.9,201.2,315.9,400,5610,11470,17080,17480,35230,30460,20450,9130,1780,120,980,2040,3030,3150,6100,4130,2230,1290,360,226,3777,7681,11458,11684,23763,21593,14994,6425,1152,60,850,1740,2590,2650,5360,4730,3220,1410,270,38145,113091,80186,193277,193277,193447,199237,205980,229420,230150,SEER,1251511,17270,79611,91.5,63.6,13.8,216.9,17650,114530,, 3 Oct 2024
TN,2005,8.5,39.2,134.9,77,78.7,172,155.3,104.3,45,8.8,2.9,6.5,20,11.9,12.5,26,18.7,11.3,5.9,1.5,4.4,26.7,94,53.3,54.2,119.5,112.3,76.6,32.2,6,666.3,244.6,213.1,222.7,230,217.5,166.8,148.1,182.8,258.8,350,4800,10790,15580,15940,35340,31270,21100,9470,2060,120,800,1600,2400,2520,5340,3770,2290,1240,360,182,3266,7519,10785,10967,24551,22602,15479,6761,1387,50,730,1660,2400,2450,5440,4900,3320,1480,310,41214,122479,79959,202438,202438,205455,201337,202205,210271,233034,SEER,1254740,15520,81747,91.8,65.2,12.4,189.9,17900,115170,, 3 Oct 2024
TN,2006,7.3,40,134.6,77,78.4,175.6,157.1,106.3,47.8,9,2.4,7,22.8,13.2,13.7,23,20.4,10.1,6.7,1.3,3.9,26.9,91.3,52.1,52.8,125.2,112.2,79.3,33.7,6.3,613.7,261,249.7,253.2,258.5,184,182.1,128,198.9,204.9,300,5050,10900,15940,16240,35690,33060,21010,10240,2080,100,890,1850,2730,2830,4680,4300,2010,1440,300,160,3394,7390,10784,10944,25451,23609,15670,7219,1462,40,770,1660,2430,2470,5560,5150,3330,1590,320,41213,126192,80938,207130,207130,203297,210502,197632,214474,231661,SEER,1264696,15550,84355,93.6,66.7,12.3,184.4,18430,118330,, 3 Oct 2024
TN,2007,7.7,38.8,134.6,76.8,78.2,180,158.1,110.6,46.3,9.1,2.6,6.5,19.3,11.6,12.1,25.3,18.8,11.4,5.6,1.6,4,26.4,94.5,53.4,54.1,126.8,114.5,81.7,33.4,6.1,634.8,246.4,204.3,216.9,222.8,199.7,163.8,139.7,169,259.6,310,4950,11250,16200,16510,36980,33810,21680,10080,2070,100,830,1610,2440,2550,5200,4010,2240,1230,360,163,3363,7897,11260,11423,26044,24498,16016,7274,1392,40,760,1740,2500,2540,5730,5300,3430,1580,310,40393,127416,83573,210989,210989,205412,213936,196038,217647,227648,SEER,1271670,15590,86647,95.2,68.1,12.3,179.9,18890,121130,, 3 Oct 2024
TN,2008,7.2,39,129.5,75.7,77,176.4,156.1,110.1,46.3,9.1,2.5,6.8,19.4,11.9,12.4,26.3,19.2,11.4,6.1,1.8,3.7,26.2,90.1,52.2,52.9,122.9,112.5,81.3,33,6,659.2,259.9,214.7,228.2,233.9,214.3,170.5,140.8,185.2,299.8,290,4950,11240,16190,16480,36510,33480,21770,10130,2040,100,870,1680,2550,2640,5450,4120,2260,1340,400,150,3331,7826,11157,11307,25430,24131,16067,7220,1334,40,750,1730,2490,2530,5630,5240,3440,1580,310,40133,127039,86820,213859,213859,206981,214503,197701,218774,223537,SEER,1275355,16210,85489,94.4,67,12.7,189.6,18720,120420,, 3 Oct 2024
TN,2009,5.6,35.1,119.4,69.9,71,164.4,151.6,105.8,45.8,9.3,1.8,6.3,17.2,10.8,11.1,24.7,18.3,10.6,5.9,1.8,3,23.5,83.8,48.4,49,114.3,109.6,78.4,32.7,6.1,603.4,266.2,204.7,222.2,226.6,216.5,166.7,135.8,181.1,289.3,230,4410,10580,14990,15220,34600,32180,21400,9920,2030,70,790,1520,2310,2380,5210,3880,2150,1280,390,121,2957,7421,10378,10499,24061,23260,15858,7093,1338,30,670,1640,2310,2340,5330,5040,3390,1550,310,40423,125859,88577,214436,214436,210457,212247,202288,216741,218781,SEER,1274950,15290,82109,90.5,64.4,12,186.2,17950,115350,, 3 Oct 2024
TN,2010,5.7,30.3,108.3,62.6,63.6,152.7,148.8,105.4,45.1,9.9,2,5.4,15.1,9.4,9.8,23,16.9,10.7,5.5,1.9,2.9,20.3,76.3,43.5,44,106.2,108.6,78,32.5,6.5,680.7,267,198.4,217.2,223,216.7,155.3,137.6,169.8,286.2,230,3790,9530,13320,13550,32800,31360,21680,9570,2150,80,680,1330,2010,2090,4940,3550,2210,1170,410,118,2536,6718,9254,9372,22801,22880,16042,6898,1422,30,570,1480,2050,2080,5050,4930,3430,1500,330,40188,124870,88006,212876,212876,214712,210761,205719,212339,217918,SEER,1274325,14370,79415,87.2,62.3,11.3,180.9,17320,111100,, 3 Oct 2024
TN,2011,4.5,27.2,103.4,58.2,59,146.7,149.6,107.1,46,9.9,1.3,4.5,14.1,8.4,8.7,21,16.6,10.2,5.7,1.8,2.5,18.5,73.2,40.8,41.2,103,109.4,79.9,33.1,6.6,513.9,244.8,192.5,206.6,210.3,204.4,151.9,127.4,171.1,271.1,180,3370,8760,12130,12310,32410,31590,22480,9470,2180,50,560,1190,1760,1810,4650,3510,2140,1170,390,103,2291,6206,8497,8600,22745,23105,16778,6820,1455,30,510,1360,1870,1900,5010,4970,3570,1480,330,40587,123739,84746,208485,208485,220918,211193,209883,205793,221110,SEER,1277382,13670,79503,86.5,62.2,10.7,171.9,17270,110440,, 3 Oct 2024
TN,2012,4.5,25.3,97.7,54.5,55.4,144.5,149,109.2,47.2,9.7,1.7,4.1,12.9,7.7,8,20.1,16.2,10,5.4,1.6,2.2,17.3,69.6,38.4,38.9,102,109.3,81.8,34.4,6.6,738.1,235,186,199.1,205.3,196.9,147.9,121.8,155.8,241.5,190,3100,8120,11220,11410,32860,31620,23220,9610,2160,70,500,1080,1580,1640,4570,3430,2120,1090,360,92,2126,5784,7910,8002,23197,23204,17405,7008,1472,30,480,1260,1740,1760,5100,4980,3690,1510,330,40999,122653,83150,205803,205803,227337,212259,212696,203634,222684,SEER,1284413,13210,80288,86.3,62.5,10.3,164.5,17380,110880,, 3 Oct 2024
TN,2013,4.2,22.1,89.9,49.2,50.1,138.6,148.9,111.9,47.7,10.2,1.5,3.5,11.7,6.8,7.1,18.9,15.8,10,5,1.9,2.1,15.2,64.1,34.8,35.2,98.2,109.5,84.1,35.2,6.8,715,233.5,183.1,196.2,202.6,192,144.6,118.5,143.4,273.3,170,2700,7360,10060,10230,31830,31880,24020,9710,2260,60,430,960,1390,1460,4330,3390,2140,1020,410,88,1855,5250,7105,7193,22554,23454,18059,7148,1508,20,410,1150,1560,1580,4940,5030,3830,1530,340,41535,122388,81881,204269,204269,229564,214129,214704,203320,222540,SEER,1288526,12760,79916,85.3,62,9.9,159.6,17260,109930,, 3 Oct 2024
TN,2014,3.7,19.3,89.2,46.6,47.4,136.9,149,115.5,50.5,10.2,1.4,2.6,11.9,6.2,6.5,17.7,15.5,9.4,5.6,1.5,1.8,13.7,63.4,33.2,33.5,97.9,110,87.6,36.9,7.1,771.4,188.4,187.2,187.5,194,180.9,140.8,107.3,152.1,211.1,160,2390,7120,9500,9660,31440,32710,24930,10370,2240,60,320,950,1270,1330,4070,3400,2030,1150,330,76,1695,5061,6756,6832,22475,24141,18911,7585,1562,20,370,1110,1480,1500,4900,5170,3990,1630,350,42346,123870,79812,203682,203682,229688,219471,215776,205301,219501,SEER,1293419,12300,81506,86.1,63,9.5,150.9,17530,111340,, 3 Oct 2024
TN,2015,2.9,18.1,81.9,42.7,43.3,133.9,147.1,116.6,51.8,10.6,0.8,2.7,9.8,5.5,5.7,16.7,14.6,9.6,5.3,1.6,1.6,12.6,59.3,30.6,30.9,96.3,109.2,88.3,38.3,7.3,530,218.8,165.8,179.2,182.9,173.1,133.3,109,137,221.9,120,2280,6480,8760,8870,30430,33340,25140,10800,2270,40,350,780,1120,1160,3790,3300,2080,1100,350,67,1580,4687,6267,6334,21886,24758,19044,7997,1572,20,350,1020,1370,1380,4760,5280,4020,1710,350,41858,125863,79078,204941,204941,227301,226655,215560,208617,214888,SEER,1297962,11770,81591,85.4,62.9,9.1,144.2,17490,110850,, 3 Oct 2024
TN,2016,2.7,15.7,76,39,39.5,127.7,141.3,118.6,53.1,10.8,0.6,2.3,9.3,5,5.1,15.8,14.1,9,4.9,1.5,1.7,11.1,54.8,27.9,28.3,91.9,104.8,90.6,39.7,7.6,363.8,203.8,169.2,177.6,179.8,172,134.7,99.8,124.3,201.3,110,2000,6050,8050,8160,28500,33260,25720,11300,2250,30,290,740,1020,1050,3530,3320,1960,1050,320,69,1404,4362,5766,5835,20516,24669,19639,8456,1586,20,310,950,1260,1270,4460,5270,4120,1800,350,41209,126968,79544,206512,206512,223124,235400,216801,213050,207974,SEER,1302861,11230,80701,83.8,61.9,8.6,139.2,17260,109200,, 3 Oct 2024
TN,2017,2.5,14.7,71.2,36.7,37.2,126.5,140,118.4,53.4,10.8,0.5,2.1,8,4.4,4.5,15.7,13.6,9.2,5,1.6,1.6,10.4,52,26.6,26.9,91.1,104.1,90.2,39.9,7.5,288.2,202.7,152.9,164.7,166.2,172,131,102,124.8,215.2,100,1870,5750,7620,7720,27960,33940,25910,11550,2220,20,270,640,910,930,3460,3310,2010,1080,330,68,1313,4203,5516,5584,20126,25247,19747,8638,1548,20,290,900,1190,1210,4370,5380,4150,1840,340,41808,126850,80811,207661,207661,220977,242422,218858,216428,206437,SEER,1312783,11120,80890,83.3,61.6,8.5,137.5,17290,109300,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
TN,2018,2.5,13.6,69.2,35.5,36,122.4,136.8,117.5,55.2,11,0.5,2.1,8.8,4.7,4.8,14.8,13.6,9,4.8,1.3,1.6,9.4,49.6,25.2,25.5,88.4,101.5,89.7,41.5,8,337.5,220,177.5,187.1,189,167.9,134.2,100.4,116.5,165.7,100,1720,5670,7390,7500,27050,33750,26170,12100,2280,20,260,720,980,1010,3280,3360,2010,1060,270,66,1192,4066,5258,5324,19537,25048,19967,9110,1650,20,260,890,1150,1170,4240,5350,4190,1930,360,41787,126425,82042,208467,208467,220968,246784,222642,219346,207052,SEER,1325259,10990,80636,82.1,60.8,8.3,136.3,17230,108850,, 3 Oct 2024
TN,2019,2.2,12.8,64.9,33.3,33.7,121.9,134.3,116,55.3,11.5,0.4,2,8.3,4.4,4.5,14.6,13.4,8.7,4.6,1.5,1.4,8.9,46.5,23.6,23.9,88.2,99.6,88.7,41.9,8.3,315.9,220.8,178.5,188.1,189.7,165.5,134.6,98.7,110.1,176.6,90,1620,5300,6920,7010,26850,33300,26480,12210,2420,20,250,680,930,940,3220,3320,2000,1020,310,60,1121,3797,4918,4978,19431,24705,20239,9244,1736,10,250,830,1080,1090,4210,5270,4250,1950,380,42117,126382,81656,208038,208038,220320,248026,228231,220698,209595,SEER,1334908,10800,80333,81.1,60.2,8.1,134.5,17150,108280,, 3 Oct 2024
TN,2020,2,12.7,63.7,32.4,32.8,114.9,131.1,112.5,55.5,11.5,0.5,1.7,7.9,4.1,4.2,13.9,12.9,8.6,4.5,1.4,1.2,9,45.9,23.3,23.5,83,97.4,85.9,42.1,8.3,410,193.1,171.9,176.9,179.3,167.4,133,99.6,107.8,167.8,80,1610,5120,6730,6810,25460,32340,26460,12280,2460,20,220,630,850,870,3080,3190,2010,1000,300,51,1140,3686,4826,4877,18395,24020,20208,9313,1776,10,250,800,1050,1060,3990,5120,4240,1960,380,42532,127149,80341,207490,207490,221679,246730,235262,221064,213209,SEER,1345434,10460,78589,78.6,58.4,7.8,133.1,16760,105810,Estimate uses avg percent distribution of abortions from 2019 & 2021Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
TX,1988,15.5,74.9,176,116.3,119.2,215,177.4,106.3,44.3,9.7,4,18.8,47.1,30.4,31.1,48.3,30.4,17.6,10,3.5,9.3,45.2,103.5,69.1,70.8,134.9,120,72.5,27.7,4.9,428.9,416.2,455.5,440.3,440,358.2,253.4,243.3,361.9,706.5,1860,28800,47000,75800,77660,142520,136270,81010,28600,5250,480,7230,12590,19820,20290,32030,23350,13430,6480,1880,1110,17371,27632,45003,46113,89406,92152,55197,17895,2655,270,4200,6790,10980,11250,21080,20770,12380,4230,720,119423,384493,267077,651570,651570,662859,768028,761753,646184,543118,SEER,4033512,97450,303418,116.8,75.2,24.2,321.2,70430,471300,, 3 Oct 2024
TX,1992,15.4,77,189.3,121.9,125,225,174.6,110,47,10.8,3.5,15,41.4,25.5,26.2,50.3,29,16.8,9.6,3.5,9.6,50.5,119.9,78.2,80.2,141.4,118.9,76.3,30.4,5.8,367.5,296.4,345.3,326.4,327.3,355.9,244,220.4,314.9,592.4,1990,29450,48200,77650,79630,150910,128080,88730,34850,6860,450,5720,10530,16250,16710,33750,21290,13560,7100,2190,1238,19296,30509,49805,51043,94825,87225,61515,22533,3704,290,4430,7160,11590,11880,22340,19570,13660,5220,960,128629,382275,254557,636832,636832,670776,733551,806622,741332,633814,SEER,4222927,94590,320845,115.8,76,22.4,294.8,73630,489060,, 3 Oct 2024
TX,1996,13.3,72.1,176.6,112.4,115.2,211.1,176,109.6,48.5,11.2,2.5,13.4,36.9,22.4,23,43.2,29,14.5,8.4,3.1,8.8,47.9,113.3,73.1,74.9,136.4,120.1,78.1,32.7,6.5,285.9,279.3,325.8,307.1,306.5,316.8,241.2,185.7,256.6,478.9,2020,31750,48630,80380,82410,144280,129280,89380,40020,8200,380,5880,10170,16050,16430,29520,21280,11820,6930,2270,1337,21065,31208,52273,53610,93176,88223,63647,27003,4747,310,4800,7260,12060,12370,21590,19770,13910,6090,1180,151943,440076,275351,715427,715427,683324,734675,815297,825560,732369,SEER,4506652,88250,330406,109.5,73.3,19.6,267.1,74910,493560,, 3 Oct 2024
TX,2000,11.1,59.4,163.5,101.1,103.3,208.2,179.3,126.8,54.4,12.3,2.3,8.9,29.5,17.1,17.6,40.6,26.5,16.1,8.3,3.1,7.1,41.3,109.2,68.5,70,136.3,125,91,37.7,7.4,332,214.7,269.9,249.9,251.6,298.1,212.3,176.8,220.7,414,1760,28210,51910,80110,81870,156370,139650,98280,45650,10090,370,4220,9360,13580,13950,30510,20680,12460,6980,2520,1122,19640,34675,54315,55437,102341,97419,70479,31641,6097,260,4350,7870,12220,12480,23520,21550,15340,7030,1470,158783,475039,317438,792477,792477,751055,779057,774843,839635,818923,SEER,4755990,87110,363414,111.8,76.4,18.3,239.7,81390,531920,, 3 Oct 2024
TX,2005,7.7,49.7,145.4,87.2,88.8,191.4,182.2,132,63.6,14.2,1.3,6.6,22.7,12.9,13.2,34.1,26.6,15.7,9.1,3.3,5.2,35.4,100.3,60.9,61.9,128.2,127.5,95.6,44.7,8.8,253.7,186.5,226.5,212.4,213.1,266.4,208.5,164.4,204.2,369.2,1330,25440,47940,73370,74700,161440,147740,108610,51420,12200,230,3380,7490,10870,11100,28800,21550,12930,7370,2810,899,18101,33079,51180,52079,108130,103355,78657,36095,7599,200,3960,7370,11320,11530,24510,22830,17020,7960,1800,172427,511373,329665,841038,841038,843505,810798,822980,808021,859708,SEER,4986050,84560,385915,111.5,77.4,17,219.1,85640,556110,, 3 Oct 2024
TX,2006,9,51.1,152.4,90.6,92.4,195.7,178.8,131.4,62.8,13.8,2.5,7.9,26.5,15.2,15.7,33.3,23.5,14.3,8.1,2.6,5.2,35.3,102.7,61.6,62.6,132.6,127.4,96.4,45,9.1,479.4,224.9,258.1,246.5,250.4,250.9,184.5,148.3,179.8,287,1580,26850,51260,78110,79690,166640,151140,108370,52620,11870,440,4170,8910,13090,13530,28330,19870,11790,6770,2250,915,18548,34545,53093,54008,112894,107728,79497,37646,7830,230,4130,7800,11930,12150,25410,23530,17080,8210,1790,176155,525891,336338,862229,862229,851616,845320,824461,837317,856934,SEER,5077877,82540,399603,112.3,78.7,16.3,206.5,88170,570310,Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents., 3 Oct 2024
TX,2007,8.5,51.2,151.2,90.1,91.8,194.4,177.4,132.5,63.1,13.3,2.3,7.9,25,14.6,15,32.2,22.4,13.7,8,2.5,5,35.4,103.1,61.8,62.8,132.5,127.3,97.9,45.3,8.9,452.2,223.8,242.3,235.8,239.3,242.9,176,139.5,175.7,277,1510,27460,51760,79220,80720,166040,154600,110080,54410,11310,400,4250,8550,12800,13200,27490,19520,11350,6860,2080,887,18988,35293,54281,55168,113169,110941,81335,39052,7519,220,4220,7910,12140,12350,25380,24140,17400,8500,1710,177133,536710,342229,878939,878939,854063,871577,831034,861877,847886,SEER,5145376,80510,407184,112.2,79.1,15.6,197.7,89490,577180,Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents., 3 Oct 2024
TX,2008,8.4,50.4,147.2,88.7,90.4,189.5,173.5,132.4,62.1,14,2.4,7.6,24.9,14.5,14.9,32.7,22.7,13.9,7.9,2.7,4.7,35,99.8,60.7,61.6,127.9,123.8,97.6,44.6,9.3,516.6,218.3,249,238.3,242.5,255.6,183.2,142.5,176.9,286.3,1490,27280,52090,79370,80860,163330,155410,111090,54560,11800,440,4140,8800,12940,13370,28190,20310,11670,6920,2230,843,18945,35339,54284,55127,110268,110890,81878,39123,7786,210,4200,7950,12150,12360,24870,24210,17540,8520,1780,177935,540809,353927,894736,894736,862114,895746,839275,878126,840021,SEER,5210018,82690,405072,110.8,77.7,15.9,204.1,89280,577040,Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents., 3 Oct 2024
TX,2009,8.1,47.3,140.3,84.5,86.1,181.5,170,130.1,62.1,14.7,2.3,7.2,23.3,13.6,14.1,31.1,22.2,13.5,7.8,2.8,4.6,32.8,95.5,57.9,58.8,122.8,121.3,96,44.5,9.7,501.5,218.7,243.8,235.3,239.4,253,183.1,140.2,176.2,287.3,1450,25820,51000,76820,78260,158790,154730,111740,55040,12380,410,3920,8470,12390,12800,27170,20210,11570,6960,2350,827,17921,34735,52656,53483,107412,110413,82515,39485,8165,210,3980,7790,11770,11980,24200,24100,17660,8590,1870,179095,545822,363604,909426,909426,874693,910067,859156,886544,840223,SEER,5280109,81060,401473,108.1,76,15.4,201.9,88400,570940,Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents., 3 Oct 2024
TX,2010,6.7,41.7,127.1,75.9,77.2,168.5,162.5,126.9,61.4,14.7,1.9,6.1,20.9,12,12.4,29.3,21.4,13.5,7.7,2.8,3.9,29.2,86.7,52.2,53,113.6,115.8,93.4,44.1,9.7,484.6,207.6,241.5,230.1,233.8,257.7,184.4,144.9,174.2,290.1,1220,22890,46500,69390,70610,150040,148910,112090,54420,12570,340,3330,7660,10990,11330,26060,19580,11950,6810,2400,705,16027,31724,47751,48456,101142,106148,82454,39107,8272,180,3540,7110,10650,10820,22830,23190,17690,8500,1890,181124,548341,365850,914191,914191,890269,916575,883025,886827,852535,SEER,5343422,78130,385579,102.7,72.2,14.6,202.6,84930,548640,Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents., 3 Oct 2024
TX,2011,5.8,36.5,115.2,67.7,68.9,155.6,157.5,125.5,61,15,1.8,5.3,18.4,10.5,10.8,25.9,19.6,12.6,7.3,2.9,3.2,25.6,79.2,46.8,47.5,106,113.3,93,44.1,9.9,561.4,206.2,232.4,223.8,228.4,244.1,173.2,135.7,166.3,291.4,1070,20060,41760,61820,62890,142160,146010,113770,53680,13180,330,2900,6670,9570,9900,23630,18190,11440,6450,2530,587,14057,28691,42748,43335,96806,105004,84319,38817,8671,150,3100,6400,9510,9660,21720,22820,18010,8410,1990,183829,550130,362468,912598,912598,913386,926812,906729,879833,876575,SEER,5415933,72140,376952,98.2,69.6,13.3,191.4,82600,531690,Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents., 3 Oct 2024
TX,2012,5.1,32.8,109.5,63,64.1,151.4,157.7,127.1,62.5,14.9,1.4,4.3,16.3,9.1,9.4,24.1,19.4,12.4,7.1,2.7,2.9,23.4,76.3,44.2,44.8,104.1,113.6,94.6,45.5,10,480.8,186,214.1,205.1,208.7,231.1,170.9,131,156.5,268.1,940,18170,39490,57670,58610,142040,147650,118240,55130,13400,260,2410,5890,8300,8560,22570,18180,11520,6290,2400,544,12938,27513,40451,40995,97675,106377,87971,40180,8961,130,2830,6090,8920,9050,21790,23090,18750,8660,2030,185917,553844,360770,914614,914614,938099,936131,930343,882800,897332,SEER,5499319,69520,382159,97.3,69.5,12.6,181.9,83380,535070,Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents., 3 Oct 2024
